-7.50000000e-03  1.45183590e+00 -7.50000000e-03  1.34816345e+00 -7.50000000e-03  1.03672454e-01 
-5.00000000e-03  1.43459718e+00 -5.00000000e-03  1.36540217e+00 -5.00000000e-03  6.91950051e-02 
-2.50000000e-03  1.41731042e+00 -2.50000000e-03  1.38268893e+00 -2.50000000e-03  3.46214886e-02 
 1.04950770e-16  1.39999967e+00  1.04950770e-16  1.39999967e+00  1.04950770e-16  3.46088269e-10 
 2.50000000e-03  1.38268893e+00  2.50000000e-03  1.41731042e+00  2.50000000e-03 -3.46214878e-02 
 5.00000000e-03  1.36540217e+00  5.00000000e-03  1.43459718e+00  5.00000000e-03 -6.91950043e-02 
 7.50000000e-03  1.34816345e+00  7.50000000e-03  1.45183590e+00  7.50000000e-03 -1.03672453e-01 
 1.00000000e-02  1.33099693e+00  1.00000000e-02  1.46900242e+00  1.00000000e-02 -1.38005488e-01 
 1.25000000e-02  1.31392698e+00  1.25000000e-02  1.48607236e+00  1.25000000e-02 -1.72145385e-01 
 1.50000000e-02  1.29697821e+00  1.50000000e-02  1.50302112e+00  1.50000000e-02 -2.06042909e-01 
 1.75000000e-02  1.28017558e+00  1.75000000e-02  1.51982376e+00  1.75000000e-02 -2.39648181e-01 
 2.00000000e-02  1.26354440e+00  2.00000000e-02  1.53645493e+00  2.00000000e-02 -2.72910527e-01 
 2.25000000e-02  1.24711050e+00  2.25000000e-02  1.55288883e+00  2.25000000e-02 -3.05778335e-01 
 2.50000000e-02  1.23090022e+00  2.50000000e-02  1.56909910e+00  2.50000000e-02 -3.38198883e-01 
 2.75000000e-02  1.21494057e+00  2.75000000e-02  1.58505875e+00  2.75000000e-02 -3.70118175e-01 
 3.00000000e-02  1.19925928e+00  3.00000000e-02  1.60074003e+00  3.00000000e-02 -4.01480744e-01 
 3.25000000e-02  1.18388493e+00  3.25000000e-02  1.61611438e+00  3.25000000e-02 -4.32229448e-01 
 3.50000000e-02  1.16884703e+00  3.50000000e-02  1.63115227e+00  3.50000000e-02 -4.62305244e-01 
 3.75000000e-02  1.15417618e+00  3.75000000e-02  1.64582311e+00  3.75000000e-02 -4.91646938e-01 
 4.00000000e-02  1.13990419e+00  4.00000000e-02  1.66009509e+00  4.00000000e-02 -5.20190897e-01 
 4.25000000e-02  1.12606427e+00  4.25000000e-02  1.67393501e+00  4.25000000e-02 -5.47870743e-01 
 4.50000000e-02  1.11269114e+00  4.50000000e-02  1.68730813e+00  4.50000000e-02 -5.74616989e-01 
 4.75000000e-02  1.09982131e+00  4.75000000e-02  1.70017795e+00  4.75000000e-02 -6.00356639e-01 
 5.00000000e-02  1.08749326e+00  5.00000000e-02  1.71250598e+00  5.00000000e-02 -6.25012717e-01 
